Fist Last Nickname HT WT Reach Stance W L D Belt
Phillip Miller NA 71 185  NA Orthodox 16 0 0 NA
Jason Miller Mayhem 73 185  72.0 Orthodox 34 10 0 NA
Dan Miller NA 73 185  74.0 Orthodox 14 8 0 NA
Jim Miller NA 68 155  71.0 Southpaw 28 8 0 NA
Cole Miller Magrinho 73 145  74.0 Orthodox 21 11 0 NA
Henry Miller Sentoryu 67 270  NA Southpaw 6 13 0 NA
Micah Miller Maverick 72 145  NA Orthodox 17 4 0 NA
Aaron Miller Blood_Spiller 69 145  NA NA 14 10 0 NA
Eddy Millis NA 73 185  NA NA 0 2 0 NA
Che Mills Beautiful 73 170  76.0 Orthodox 15 5 0 NA
Adam Milstead The_Prototype 75 240  76.0 Orthodox 8 1 0 NA
Alberto Mina Soldier_of_God 72 170  77.0 Orthodox 13 0 0 NA
Vitaly Minakov NA 74 249  NA NA 14 0 0 NA
Mike Minniger NA NA NA NA NA 0 0 0 NA
Ikuhisa Minowa Minowaman 69 181  NA Orthodox 51 32 8 NA
Stipe Miocic NA 76 240  80.0 Orthodox 16 2 0 NA
Frank Mir NA 75 264  79.0 Southpaw 18 11 0 NA
Juan Miranda NA NA 155  NA NA 7 4 0 NA
Mario Miranda NA 75 185  74.0 Orthodox 12 3 0 NA
Vitor Miranda Lex_Luthor 73 185  77.0 Orthodox 13 5 0 NA
Damir Mirenic Wolf 72 185  NA Orthodox 8 4 0 NA
Kazuo Misaki Hitman 68 183  NA Orthodox 24 11 2 NA
Dokonjonosuke Mishima NA 67 155  NA Southpaw 20 7 2 NA
Felix Lee Mitchell NA NA NA NA Orthodox 2 7 0 NA
David Mitchell Daudi 72 170  76.0 Orthodox 12 4 0 NA
Danny Mitchell The_Cheesecake_Assassin 74 170  74.0 Orthodox 14 6 1 NA
Brad Mitchell NA 71 145  NA NA 4 2 0 NA
Clay Mitchell NA 74 185  NA NA 1 1 0 NA
Roman Mitichyan NA 70 170  NA Orthodox 7 3 0 NA
Matt Mitrione NA 75 265  79.0 Switch 9 5 0 NA
Eiji Mitsuoka NA 67 145  NA Southpaw 18 9 2 NA
Hiromitsu Miura NA 69 170  71.0 Orthodox 9 6 0 NA
Tomoya Miyashita NA 67 139  NA Southpaw 17 9 7 NA
Kazuyuki Miyata NA 68 139  NA Orthodox 11 8 0 NA
Motoki Miyazawa NA 71 168  NA Southpaw 7 3 0 NA
Takeya Mizugaki NA 67 135  68.0 Orthodox 21 11 2 NA
Tatsuya Mizuno NA 73 205  NA Southpaw 10 7 0 NA
Roxanne Modafferi The_Happy_Warrior 66 135  NA NA 15 11 0 NA
Bronson Mohika NA NA 135  NA NA 1 1 0 NA
Nate Mohr NA 69 155  72.0 Orthodox 9 7 0 NA
Rudyard Moncayo NA 70 195  NA Orthodox 0 3 0 NA
Hidetaka Monma NA 72 168  NA Orthodox 17 10 4 NA
Jeff Monson The_Snowman 69 247  74.0 Orthodox 43 12 1 NA
Darrell Montague Mongoose 66 125  67.0 Southpaw 13 5 0 NA
Andrew Montanez NA NA 185  NA NA 9 12 1 NA
Augusto Montano Dodger 73 170  73.0 Orthodox 15 3 0 NA
Erick Montano Perry 72 170  73.0 Orthodox 8 5 0 NA
Steve Montgomery The_Creepy_Weasel 76 185  75.0 Southpaw 8 4 0 NA
James Moontasri Moon_Walker 70 170  71.0 Switch 9 5 0 NA
Homer Moore The_Rock 70 205  NA Orthodox 25 9 2 NA
Todd Moore NA 69 170  71.0 Southpaw 14 5 0 NA
Nate Moore NA 72 170  NA NA 7 3 0 NA
Dustin Moore NA 64 125  NA NA 0 1 0 NA
Sergio Moraes The_Panther 72 170  72.0 Orthodox 11 3 1 NA
John Moraga NA 66 125  66.0 Orthodox 16 5 0 NA
Ricardo Morais The_Mutant 80 270  NA Orthodox 10 4 1 NA
Leonardo Morales Chimy 68 135  68.0 Southpaw 5 2 0 NA
Albert Morales The_Warrior 69 135  72.0 Orthodox 6 1 1 NA
Sarah Moras Cheesecake 67 135  67.0 NA 4 3 0 NA
Christian Morecraft NA 78 260  81.0 Orthodox 7 3 0 NA
Joe Moreira NA 71 195  NA Southpaw 2 2 0 NA
Richardson Moreira Rick_Monstro 74 185  72.0 Orthodox 7 4 0 NA
Jesse Moreng Arturo 67 145  NA Orthodox 9 1 0 NA
Brandon Moreno The_Assassin_Baby 67 125  NA Orthodox 13 3 0 NA
Sammy Morgan The_Squeeze 70 170  NA Orthodox 18 12 0 NA
Peggy Morgan The_Daywalker 73 135  70.0 NA 2 1 0 NA
Alex Morono The_Great_White 71 170  72.0 Orthodox 13 3 0 NA
Maryna Moroz Iron_Lady 67 115  67.0 Orthodox 7 1 0 NA
Brad Morris NA 74 205  NA Orthodox 10 6 0 NA
Scott Morris NA 70 210  NA Orthodox 2 1 0 NA
Anthony Morrison Cheesesteak 67 145  NA Orthodox 16 10 0 NA
Jack Morrison NA 71 205  NA NA 0 3 0 NA
Harry Moskowitz Dirty 77 275  NA Orthodox 6 12 0 NA
Juan Mott NA 72 190  NA Switch 3 4 0 NA
Flavio Luiz Moura NA 71 183  NA Open Stance 17 7 0 NA
Gegard Mousasi NA 74 185  76.0 Orthodox 41 6 2 NA
Kin Moy Kong 65 135  NA NA 8 2 0 NA
Jamie Moyle NA 61 115  65.0 Orthodox 4 1 0 NA
Garrett Mueller NA 69 135  NA NA 2 0 0 NA
Belal Muhammad Remember_the_Name 71 170  72.0 Orthodox 10 2 0 NA
Fazlo Mulabitinovic NA NA 135  NA NA 3 1 0 NA
Quinn Mulhern NA 75 155  76.0 Orthodox 18 4 0 NA
Jim Mullen NA 73 215  NA Southpaw 0 2 0 NA
Pedro Munhoz The_Young_Punisher 66 135  64.0 Orthodox 13 2 0 NA
Mark Munoz The_Filipino_Wrecking_Machine 72 185  72.0 Orthodox 14 6 0 NA
Andy Murad The_Tooth_Fairy 69 185  NA NA 9 2 0 NA
Kazunari Murakami NA 73 220  NA Orthodox 5 5 0 NA
Ryuichi Murata NA 68 183  NA Orthodox 8 3 1 NA
Tom Murphy NA 74 227  NA Southpaw 8 0 0 NA
Ian Murphy NA 73 185  NA Orthodox 1 1 0 NA
Jon Murphy Man_of_Faith 75 260  NA Orthodox 6 4 0 NA
Lauren Murphy Lucky 67 135  67.0 Orthodox 9 3 0 NA
Lee Murray Lightning 75 185  NA Orthodox 8 2 1 NA
Nico Musoke Nico 72 170  75.0 Orthodox 13 4 0 NA
Andre Mussi NA 75 242  NA Orthodox 10 5 0 NA
Magomed Mustafaev NA 68 155  71.0 Orthodox 13 2 0 NA
Elvis Mutapcic The_King 72 185  72.0 Orthodox 15 5 1 NA
Fiona Muxlow NA 64 145  NA NA 6 2 0 NA
Ho Bae Myeon NA 71 168  NA Orthodox 12 5 0 NA
NA NA NA NA NA NA NA NA NA NA NA
Katsuhiko Nagata NA 67 154  NA Southpaw 6 7 2 NA
Yuji Nagata NA 72 225  NA Orthodox 0 2 0 NA
Greg Nagy NA 73 210  NA Orthodox 1 3 0 NA
Logan Nail NA NA 185  NA NA 1 1 0 NA
Yukiya Naito NA 73 205  NA Orthodox 15 6 2 NA
Andrews Nakahara NA 73 185  NA Orthodox 3 2 0 NA
Rin Nakai NA 61 135  60.0 Orthodox 16 2 1 NA
Kazuhiro Nakamura Kaz 71 205  70.0 Orthodox 15 11 0 NA
Keita Nakamura K-Taro 71 170  73.0 Southpaw 32 8 2 NA
Daisuke Nakamura NA 67 154  NA Orthodox 24 13 0 NA
Yusaku Nakamura NA 65 145  NA NA 3 2 0 NA
Jutaro Nakao NA 69 170  NA Southpaw 23 17 4 NA
Yoshihiro Nakao Kiss 72 220  NA Southpaw 9 3 0 NA
Yui Chul Nam The_Korean_Bulldozer 69 145  69.0 Orthodox 18 6 1 NA
Rose Namajunas Thug 65 115  65.0 NA 6 3 0 NA
Yasuhito Namekawa NA 69 205  NA Orthodox 25 16 4 NA
Roger Narvaez Silverback 75 185  79.0 Southpaw 7 2 0 NA
Fabio Nascimento Negao 70 185  NA Orthodox 11 5 0 NA
Reza Nasri NA 71 205  NA Orthodox 2 1 0 NA
Pawel Nastula NA 72 230  NA Southpaw 4 4 0 NA
Rafael Natal Sapo 72 185  76.0 Orthodox 21 8 1 NA
Danny Navarro NA 70 155  NA NA 12 5 0 NA
Marcio Navarro The_Locomotive 72 155  NA NA 13 11 0 NA
Dustin Neace The_Beast 69 145  NA NA 23 18 1 NA
Josh Neal NA 72 185  NA NA 5 11 0 NA
Joe Neal Nine_Lives 66 135  NA NA 5 1 0 NA
Stanislav Nedkov Stucky 71 205  71.0 Orthodox 12 2 0 NA
Josh Neer The_Dentist 71 170  72.0 Orthodox 33 13 1 NA
Steve Nelmark The_Sandman 72 240  NA Orthodox 2 1 0 NA
Shane Nelson Sugar 69 155  70.0 Southpaw 15 5 0 NA
Roy Nelson Big_Country 72 263  72.0 Orthodox 23 13 0 NA
Gunnar Nelson Gunni 71 170  72.0 Switch 15 2 1 NA
Lissette Neri NA 62 145  NA NA 6 3 0 NA
Mario Neto Sukata 72 229  NA Orthodox 11 5 0 NA
Antonio Braga Neto NA 75 185  77.0 Orthodox 9 2 0 NA
Julio Cesar Neves Jr. Morceguinho 68 145  NA NA 30 1 0 NA
Jeff Newton NA 74 205  NA Sideways 4 2 0 NA
Carlos Newton The_Ronin 69 170  NA Orthodox 16 14 0 NA
Emanuel Newton The_Hardcore_Kid 73 205  NA NA 25 10 1 NA
Francis Ngannou The_Predator 76 250  83.0 Orthodox 9 1 0 NA
Ben Nguyen Ten 65 125  65.0 Switch 16 6 0 NA
Alex Nicholson The_Spartan 76 185  81.0 Orthodox 7 3 0 NA
Mike Nickels NA 76 205  NA Orthodox 9 5 0 NA
Matheus Nicolau NA 66 125  66.0 NA 12 2 1 NA
Khomkrit Niimi The_Bumblebee 62 125  NA NA 6 8 0 NA
Tom Niinimaki Stoneface 69 145  69.0 Orthodox 21 8 1 NA
Ramsey Nijem NA 71 155  75.0 Orthodox 10 6 0 NA
Hans Nijman NA 72 250  NA Switch 9 6 0 NA
Jack Nilson NA NA NA NA NA 2 6 0 NA
Mats Nilsson NA 73 170  74.0 Orthodox 11 4 1 NA
Ning Guangyou Smasher 64 145  64.0 Southpaw 6 4 1 NA
Soichi Nishida NA 71 320  NA Orthodox 5 10 1 NA
Yosuke Nishijima NA 69 205  NA Orthodox 0 5 0 NA
Akiyo Nishiura Wicky_Akiyo 68 139  NA Southpaw 11 7 1 NA
Anthony Njokuani The_Assassin 73 155  75.0 Orthodox 16 9 0 NA
Chidi Njokuani Chidi_Bang_Bang 75 170  NA NA 14 4 0 NA
Derrick Noble The_Eraser 69 170  NA Southpaw 26 15 1 NA
Pedro Nobre The_Rock 65 135  NA NA 14 1 2 NA
Jacob Noe Psycho NA 205  NA NA 5 1 0 NA
Minotauro Nogueira Minotauro 75 240  77.0 Orthodox 34 10 1 NA
Rogerio Nogueira Minotouro 74 205  75.0 Southpaw 22 8 0 NA
Alexandre Franca Nogueira Pequeno 67 145  NA Orthodox 13 6 2 NA
Talita Nogueira Treta 70 145  NA NA 6 0 0 NA
Kyle Noke NA 73 170  76.0 Southpaw 22 10 1 NA
Nick Nolte NA 72 170  NA NA 5 3 0 NA
KJ Noons King 70 155  72.0 Orthodox 12 8 0 NA
Sage Northcutt Super 72 170  71.0 Orthodox 8 2 0 NA
Jan Nortje The_Giant 73 310  NA Southpaw 2 6 0 NA
Scott Norton Hollywood 70 170  NA Orthodox 7 1 0 NA
Jonatas Novaes NA 71 170  NA NA 9 3 0 NA
Jason Novelli Pepsi 72 155  75.0 Orthodox 11 3 1 NA
Phillipe Nover The_Filipino_Assassin 69 145  72.0 Orthodox 12 7 1 NA
Diego Nunes The_Gun 66 145  67.0 Orthodox 18 4 0 NA
Amanda Nunes Lioness 68 135  69.0 Orthodox 13 4 0 NA
Khabib Nurmagomedov The_Eagle 70 155  70.0 Orthodox 24 0 0 NA
NA NA NA NA NA NA NA NA NA NA NA
Jake O'Brien Irish 75 205  76.0 Orthodox 13 4 0 NA
TJ O'Brien The_Spider 74 155  NA Orthodox 16 5 0 NA
Sean O'Connell The_Real_OC 73 205  74.0 Orthodox 17 9 0 NA
Dan O'Connor Johnny_Irish 64 115  NA NA 5 5 0 NA
Sean O'Haire NA 77 270  NA Orthodox 4 2 0 NA
Jeremiah O'Neal NA 68 260  NA NA 13 25 0 NA
Chuck O'Neil Cold_Steel 74 170  NA NA 9 4 0 NA
Brendan O'Reilly Badger 67 170  69.0 Orthodox 6 3 0 NA
Takahiro Oba NA 68 200  NA Southpaw 5 7 1 NA
Nobuhiro Obiya NA 68 145  NA Orthodox 12 5 1 NA
Richard Odoms The_Black_Eagle 77 265  82.0 Orthodox 8 1 0 NA
Naoya Ogawa NA 76 255  NA Orthodox 7 2 0 NA
Andy Ogle The_Little_Axe 68 145  69.0 Orthodox 9 6 0 NA
Michiyoshi Ohara NA 70 205  NA Orthodox 0 2 0 NA
Koji Oishi NA 68 170  NA Orthodox 21 8 8 NA
Takayuki Okada Giant_Ochiai 73 290  NA Orthodox 3 3 2 NA
Yushin Okami Thunder 74 185  72.0 Southpaw 30 8 0 NA
JJ Okanovich The_Bosnian_Bomber 71 155  NA NA 1 1 0 NA
Kazuki Okubo NA 71 175  NA Orthodox 7 9 0 NA
Masakatsu Okuda NA NA NA NA NA 8 5 0 NA
Aleksei Oleinik The_Boa_Constrictor 74 240  80.0 Orthodox 50 10 1 NA
Rafaello Oliveira Tractor 68 155  71.0 Orthodox 15 7 0 NA
Charles Oliveira Do_Bronx 70 145  74.0 Orthodox 21 7 0 NA
Jorge Oliveira NA 73 205  NA NA 5 2 1 NA
Ednaldo Oliveira Lula 77 205  79.0 Orthodox 13 2 1 NA
Alex Oliveira Cowboy 71 170  76.0 Orthodox 15 3 1 NA
Wendell Oliveira The_Machine 70 170  72.0 Orthodox 24 9 0 NA
Felipe Olivieri NA 69 155  72.0 Orthodox 14 5 0 NA
Andy Ologun NA 72 154  NA Orthodox 3 1 0 NA
Shana Olsen Rock_Solid 67 145  NA NA 4 2 0 NA
Casey Olson The_Underdog 67 145  NA Orthodox 12 3 0 NA
Dennis Olson NA 72 170  NA NA 14 10 0 NA
Alan Omer NA 70 145  71.0 Orthodox 18 5 0 NA
Daniel Omielanczuk NA 72 247  74.0 Southpaw 19 6 1 NA
Michihiro Omigawa NA 66 145  68.0 Orthodox 13 13 1 NA
Charlie Ontiveros The_American_Bad_Boy 74 170  NA NA 6 4 0 NA
Sam Oropeza NA 74 170  NA NA 5 2 0 NA
Brian Ortega T-City 68 145  69.0 Switch 11 0 0 NA
Tito Ortiz The_People's_Champ 75 205  74.0 Orthodox 17 11 1 NA
Jorge Ortiz The_Naked_Man 72 185  NA Orthodox 16 9 1 NA
Dustin Ortiz NA 65 125  65.0 Orthodox 16 6 0 NA
Kenji Osawa NA 67 135  66.0 Orthodox 18 10 2 NA
Kurt Osiander NA NA 185  NA NA 4 1 0 NA
Nick Osipczak NA 74 170  76.0 Orthodox 5 3 0 NA
Nissen Osterneck NA 74 185  NA Orthodox 9 3 0 NA
Pedro Otavio Te_Pedro 75 245  NA Orthodox 19 8 0 NA
Alexander Otsuka The_Diet_Butcher 73 205  NA Orthodox 4 13 0 NA
Takafumi Otsuka NA 66 139  NA Orthodox 12 9 1 NA
Zak Ottow The_Barbarian 71 170  73.0 Orthodox 14 4 0 NA
Artur Oumakhanov NA 67 154  NA Orthodox 9 6 0 NA
Alistair Overeem The_Reem 76 265  80.0 Orthodox 41 15 0 NA
Valentijn Overeem NA 75 230  NA Orthodox 29 26 0 NA
Craig Oxley NA 69 155  NA NA 0 3 0 NA
Shungo Oyama NA 71 185  NA Southpaw 10 13 0 NA
Alptekin Ozkilic The_Turkish_Delight 65 125  65.0 Orthodox 9 4 0 NA
NA NA NA NA NA NA NA NA NA NA NA
Raquel Pa'aluhi Rocky 67 135  NA NA 3 4 0 NA
Nick Pace NA 67 135  68.0 Orthodox 6 3 0 NA
Larissa Pacheco NA 67 135  69.0 Orthodox 10 2 0 NA
Teemu Packalen Pacu 73 155  72.0 Orthodox 8 1 0 NA
George Pacurariu Constantine 67 135  NA NA 9 5 0 NA
Cyrillo Padilha NA 71 155  NA NA 3 3 0 NA
Gary Padilla NA 71 205  NA NA 12 6 0 NA
Damacio Page The_Angel_of_Death 66 135  66.0 Orthodox 12 8 0 NA
Michael Page Venom 74 170  NA NA 9 0 0 NA
Dustin Pague The_Disciple 69 135  74.0 Orthodox 11 10 0 NA
Josh Paiva NA 66 125  NA NA 6 1 0 NA
Fredson Paixao NA 66 145  66.0 Orthodox 10 4 0 NA
Jose Palacios NA 69 145  NA Orthodox 3 2 0 NA
Bart Palaszewski Bartimus 69 145  70.0 Orthodox 35 17 0 NA
Soa Palelei The_Hulk 76 265  81.0 Orthodox 22 5 0 NA
Rousimar Palhares Toquinho 68 170  71.0 Orthodox 24 5 0 NA
Tulio Palhares NA NA 180  NA NA 2 14 0 NA
Stephen Palling Bozo 64 143  NA NA 11 7 1 NA
Eduardo Pamplona NA 71 170  NA NA 15 3 0 NA
Jared Papazian The_Jackhammer 68 135  67.0 Southpaw 14 9 0 NA
Joe Pardo NA 73 210  NA Southpaw 4 6 0 NA
Bryan Pardoe Pain_Inducer 73 205  NA Orthodox 12 16 0 NA
Remco Pardoel Grizzly 75 260  NA Southpaw 9 6 1 NA
Ido Pariente NA 68 155  NA Orthodox 12 5 0 NA
Karo Parisyan The_Heat 70 170  72.0 Orthodox 19 8 0 NA
Won Sik Park Parky 71 154  NA Orthodox 9 3 1 NA
Norman Parke Stormin' 71 155  70.0 NA 22 5 1 NA
Ryan Parker NA 75 235  NA Southpaw 0 1 0 NA
Larry Parker NA 71 205  NA Orthodox 13 6 1 NA
Tyra Parker NA 65 115  NA Orthodox 1 2 0 NA
Willie Parks Slick 70 185  NA NA 4 1 0 NA
Jordan Parsons Pretty_Boy 69 145  NA NA 11 2 0 NA
Onassis Parungao NA 71 200  NA NA 2 1 0 NA
Jorge Patino Macaco 68 170  NA Orthodox 25 13 1 NA
Russell Patrick NA 69 145  NA NA 6 4 0 NA
Claude Patrick The_Prince 71 170  75.0 Orthodox 14 2 0 NA
Alan Patrick Nuguette 71 155  74.0 Southpaw 14 1 0 NA
Michael Patt NA 72 205  NA Orthodox 12 4 0 NA
Justin Patterson The_Tactician 70 170  NA NA 6 1 0 NA
Julio Paulino The_Dominican_Demon 72 170  NA Orthodox 17 4 0 NA
Pawel Pawlak NA 72 170  73.0 Orthodox 11 2 0 NA
Estevan Payan El_Terrible 70 145  72.0 Orthodox 14 6 0 NA
Sarah Payant Soulja 64 115  NA NA 1 1 0 NA
Roland Payne NA 69 205  NA Orthodox 0 1 0 NA
Joe Pearson The_Triangular_Strangler 70 145  NA Orthodox 38 17 1 NA
Ross Pearson The_Real_Deal 68 155  69.0 Orthodox 21 13 0 NA
Andre Pederneiras NA 68 155  NA Orthodox 1 1 2 NA
Matt Pedro NA NA NA NA NA 3 1 0 NA
Tyson Pedro NA 75 205  79.0 Orthodox 5 0 0 NA
Willie Peeters NA 69 220  NA Orthodox 9 10 1 NA
Filip Pejic Nitro 68 135  70.0 Orthodox 10 2 1 NA
Kurt Pellegrino Batman 68 155  70.0 Orthodox 16 6 0 NA
Yan Pellerin Wild_Thing 71 205  NA Orthodox 9 13 0 NA
Julianna Pena The_Venezuelan_Vixen 66 135  69.0 NA 9 2 0 NA
Sherman Pendergarst The_Tank 73 235  NA Orthodox 11 18 0 NA
Drew Pendleton NA NA 145  NA NA 4 0 0 NA
Cathal Pendred The_Punisher 73 170  75.0 Orthodox 17 5 1 NA
BJ Penn The_Prodigy 68 145  70.0 Orthodox 16 10 2 NA
Jessica Penne NA 65 115  67.0 NA 12 5 0 NA
Nick Penner The_Quiet_Assassin 76 205  77.0 Southpaw 12 3 0 NA
Justin Pennington NA 64 NA NA NA 2 2 0 NA
Raquel Pennington Rocky 67 135  67.0 Orthodox 9 6 0 NA
Jerron Peoples NA 72 170  NA NA 4 3 0 NA
Godofredo Pepey NA 67 145  73.0 Orthodox 14 4 0 NA
Ray Perales Relentless 70 170  NA Orthodox 13 22 0 NA
Robert Peralta Problems 68 145  71.0 Orthodox 18 6 0 NA
Viviane Pereira Sucuri 61 115  63.0 Orthodox 12 0 0 NA
Rolando Perez NA 68 135  NA Orthodox 6 5 2 NA
Philip Perez NA 65 155  NA Southpaw 7 5 1 NA
Erik Perez Goyito 68 135  68.0 Orthodox 17 6 0 NA
Alejandro Perez Diablito 66 135  67.0 NA 18 6 1 NA
Frankie Perez NA 71 155  73.0 Orthodox 10 3 0 NA
Jose Perez NA NA NA NA NA 1 1 0 NA
Anthony Perosh The_Hippo 75 205  75.0 Orthodox 15 10 0 NA
Thiago Perpetuo Bodao 70 170  71.0 Orthodox 9 4 1 NA
Hernani Perpetuo NA 72 170  74.0 Orthodox 17 5 0 NA
Mike Perry Platinum 70 170  71.0 Orthodox 9 1 0 NA
Viktor Pesta NA 75 240  77.0 Orthodox 10 3 0 NA
Leiticia Pestova NA 66 135  NA Orthodox 0 2 0 NA
Tony Petarra NA 71 196  NA Orthodox 2 4 1 NA
Tommy Petersen NA NA 155  NA NA 2 3 0 NA
Cory Peterson LA_Giant 83 400  NA Orthodox 2 1 0 NA
Seth Petruzelli The_Silverback 72 205  76.0 Orthodox 14 6 0 NA
Anthony Pettis Showtime 70 145  72.0 Orthodox 19 6 0 NA
Sergio Pettis The_Phenom 66 125  69.0 Orthodox 14 2 0 NA
Forrest Petz The_Meat_Cleaver 69 170  71.0 Orthodox 24 9 0 NA
Dino Pezao NA NA 205  NA Orthodox 1 2 0 NA
Cody Pfister The_Fist 70 155  73.0 Orthodox 12 6 1 NA
Nam Phan NA 66 135  70.0 Orthodox 18 14 0 NA
Costas Philippou NA 71 185  73.0 Orthodox 13 5 0 NA
Wayne Phillips NA NA 185  NA NA 5 4 0 NA
Dave Phillips The_Rockstar 72 185  NA Orthodox 7 5 0 NA
Aaron Phillips The_Model 69 135  70.0 Southpaw 8 2 0 NA
Elizabeth Phillips NA 66 135  65.0 Orthodox 5 4 0 NA
John Phillips NA NA 205  NA NA 21 6 0 NA
Nick Pica The_Silverback 70 185  NA NA 5 0 0 NA
Adam Piccolotti NA 71 155  NA NA 7 0 0 NA
Vinc Pichel From_Hell 70 155  72.0 Orthodox 9 1 0 NA
Brad Pickett One_Punch 66 135  68.0 Orthodox 26 13 0 NA
Nick Piedmont No_Limit 70 145  NA NA 10 5 1 NA
Mike Pierce NA 68 170  70.0 Orthodox 17 7 0 NA
Joao Pierini NA 73 155  NA Switch 4 1 0 NA
Sean Pierson The_Punisher 72 170  76.0 Southpaw 14 6 0 NA
Daniel Pineda The_Pit 67 145  69.0 Orthodox 18 11 0 NA
Ross Pointon The_Gladiator 68 170  NA Orthodox 6 13 0 NA
Dustin Poirier The_Diamond 69 155  72.0 Southpaw 20 5 0 NA
Igor Pokrajac The_Duke 72 205  76.0 Orthodox 28 13 0 NA
John Polakowski Buckets_of_Blood 70 155  NA Orthodox 2 2 0 NA
Brandon Polcare NA NA 125  NA NA 1 1 0 NA
Mike Polchlopek Mike_Barton 76 285  NA Orthodox 1 1 0 NA
Santiago Ponzinibbio Gente_Boa 72 170  73.0 Orthodox 24 3 0 NA
Felipe Portela Balboa NA 170  NA NA 7 1 0 NA
Parker Porter NA NA 260  NA NA 6 4 0 NA
Ruan Potts Fangzz 74 247  75.0 Orthodox 8 4 0 NA
Devin Powell NA 72 155  NA NA 8 1 0 NA
Wagner Prado Caldeirao 72 205  74.0 Southpaw 8 2 0 NA
Trevor Prangley NA 73 185  75.0 Orthodox 23 8 1 NA
Carlo Prater Neo 71 155  72.0 Switch 30 12 1 NA
Michel Prazeres Tractor 66 155  67.0 Orthodox 21 2 0 NA
Philip Preece NA 68 205  NA Orthodox 10 14 0 NA
Dorian Price NA 75 170  NA Southpaw 8 4 0 NA
Chris Price The_Exorcist 74 185  NA Southpaw 18 3 0 NA
Niko Price The_Hybrid 72 170  NA Orthodox 8 0 0 NA
Shane Primm NA 75 205  NA Orthodox 6 5 0 NA
Brent Primus NA 70 155  NA NA 6 0 0 NA
Joe Proctor NA 70 155  72.0 Orthodox 11 4 0 NA
Cole Province NA 69 145  68.0 Orthodox 6 2 0 NA
Daniel Puder NA 75 235  NA Orthodox 8 0 0 NA
Claudio Puelles El_Nino 71 155  72.0 Southpaw 8 2 0 NA
Bubba Pugh NA 70 185  NA NA 3 3 0 NA
Juan Puig Fenix 69 145  72.0 Orthodox 11 4 0 NA
Hugh Pulley NA 72 155  NA NA 5 2 0 NA
Josh Pulsifer The_Platypus 70 145  NA NA 16 7 0 NA
Jens Pulver Little_Evil 67 145  70.0 Southpaw 25 15 1 NA
Mike Pyle Quicksand 72 170  74.0 Orthodox 27 12 1 NA
NA NA NA NA NA NA NA NA NA NA NA
Bao Quach NA 63 145  NA Orthodox 18 10 1 NA
Gary Quan NA 68 143  NA NA 3 5 0 NA
Nate Quarry Rock 72 185  72.0 Open Stance 12 4 0 NA
Vinicius Queiroz Spartan 79 220  NA NA 5 2 0 NA
Jimmy Quinlan Crash 72 185  72.0 Orthodox 3 1 0 NA
Ryan Quinn NA 68 145  NA NA 11 5 1 NA
Jose Quinonez Teco 68 135  69.0 NA 6 2 0 NA
NA NA NA NA NA NA NA NA NA NA NA
Benji Radach Razor 70 185  NA Orthodox 21 7 0 NA
Jordan Radev NA 67 185  NA Southpaw 23 5 0 NA
Gilbert Rael NA 68 155  NA NA 1 3 0 NA
Josh Rafferty NA 72 170  NA Orthodox 9 8 0 NA
Amir Rahnavardi NA 72 205  NA Orthodox 11 10 0 NA
Ricky Rainey The_Sniper 73 170  NA NA 11 4 0 NA
Jessica Rakoczy The_Ragin' 67 115  68.0 Orthodox 2 5 0 NA
Thomas Ramirez NA 73 410  NA Sideways 0 1 0 NA
Hector Ramirez Sick_Dog 72 205  NA Orthodox 9 4 1 NA
Matt Ramirez The_Machine 65 125  NA NA 1 2 0 NA
Steve Ramirez NA 67 125  NA NA 1 1 0 NA
Amador Ramirez NA NA 135  NA NA 5 4 0 NA
Andrew Ramm The 73 160  NA NA 3 2 0 NA
Ian Rammel NA 72 185  NA NA 4 3 0 NA
Luis Ramos Beicao 68 170  NA Orthodox 19 8 1 NA
Vernon Ramos NA 66 170  72.0 Orthodox 3 2 0 NA
Kevin Randleman The_Monster 70 205  NA Orthodox 17 16 0 NA
Raou Raou NA 68 195  NA Orthodox 0 1 0 NA
David Rasouli NA 67 155  NA NA 2 3 0 NA
Hussain Rasouli NA 66 135  NA NA 2 3 0 NA
Ed Ratcliff 9mm 70 155  71.0 Orthodox 7 3 0 NA
Bec Rawlings Rowdy 66 115  64.0 NA 7 5 0 NA
Gideon Ray NA 70 185  NA Southpaw 17 14 1 NA
Joe Ray NA NA 170  NA NA 5 3 0 NA
Stevie Ray Braveheart 70 155  70.0 Southpaw 20 6 0 NA
Keenan Raymond NA NA 165  NA NA 2 2 0 NA
Iony Razafiarison NA 63 145  NA NA 2 1 0 NA
Abdul Razak Alhassan NA 70 170  73.0 Orthodox 7 0 0 NA
Antony Rea Wild_Thing 72 205  NA Orthodox 22 13 0 NA
Rafael Rebello Rafinha 65 135  67.0 Orthodox 7 4 0 NA
Paul Redmond Redser 70 145  70.0 Orthodox 10 6 0 NA
Dennis Reed NA NA 205  NA Orthodox 43 52 1 NA
John Reedy The_Wild_Child 68 155  NA NA 11 6 0 NA
Johnny Rees The_Hater_Hurter 72 170  NA Orthodox 12 4 0 NA
James Reese JP 69 155  NA NA 5 1 0 NA
Chad Reiner The_Grinder 71 170  NA Orthodox 28 13 0 NA
Jason Reinhardt NA 66 135  NA Orthodox 20 3 0 NA
